"datum","datensatz_id","publisher","datensatz_titel","anzahl_klicks","anzahl_besuchende"
"2023-11-19",468,"staatsarchiv-kanton-zuerich","Zürcher Ehedaten des 16. bis 18. Jahrhunderts",3,2
"2023-11-19",5,"statistisches-amt-kanton-zuerich","Gemeindesteuern der Zürcher Gemeinden",2,2
"2023-11-19",672,"bildungsstatistik-kanton-zuerich","Maturitätsquoten im Kanton Zürich",1,1
"2023-11-19",690,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Kantonsratswahlen",1,1
"2023-11-19",692,"tiefbauamt-kanton-zuerich","Verkehrszähldaten motorisierter Individualverkehr MIV im Kanton Zürich",1,1
"2023-11-19",693,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Nationalratswahlen",23,10
"2023-11-19",694,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Regierungsratswahlen",4,2
"2023-11-19",695,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Ständeratswahlen",188,95
"2023-11-19",713,"statistisches-amt-kanton-zuerich","Echtzeitdaten am Abstimmungstag des Kantons Zürich – eidgenössische und kantonale Vorlagen",2,2
"2023-11-19",734,"statistisches-amt-kanton-zuerich","Echtzeitdaten am Abstimmungstag – kommunale und regionale Vorlagen",1339,326
"2023-11-18",1142,"statistisches-amt-kanton-zuerich","Bevölkerung nach 3 Altersklassen und Geschlecht",1,1
"2023-11-18",1143,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich nach Nationalität ",8,1
"2023-11-18",132,"statistisches-amt-kanton-zuerich","Sozialbericht",1,1
"2023-11-18",1341,"statistisches-amt-kanton-zuerich","Bevölkerungsbefragung im Kanton Zürich zur Zufriedenheit mit der Wohngemeinde ",1,1
"2023-11-18",1642,"bildungsstatistik-kanton-zuerich","Lernende der Berufsbildung im Kanton Zürich ab 2000",1,1
"2023-11-18",189,"statistisches-amt-kanton-zuerich","Steuerbares Einkommen natürliche Pers. [Mio.Fr.]",1,1
"2023-11-18",1942,"statistisches-amt-kanton-zuerich","Echtzeitdaten am Wahltag des Kantons Zürich",30,20
"2023-11-18",2102,"awel-kanton-zuerich","Fahrzeugflotte der kantonalen Verwaltung Zürich",1,1
"2023-11-18",2202,"statistisches-amt-kanton-zuerich","Resultate und Wahlbeteiligung Nationalratswahl 2023",5,2
"2023-11-18",2203,"statistisches-amt-kanton-zuerich","Resultate und Wahlbeteiligung Ständeratswahl 2023",17,9
"2023-11-18",2302,"statistisches-amt-kanton-zuerich","Kandidierende und Listenverbindungen Nationalratswahl 2023",8,6
"2023-11-18",2322,"statistisches-amt-kanton-zuerich","Betriebslandschaft im Kanton Zürich mit dem Bestand und den Umzügen nach Branchen, Gemeinden und anderen Kantonen",3,1
"2023-11-18",249,"statistisches-amt-kanton-zuerich","Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.]",1,1
"2023-11-18",254,"statistisches-amt-kanton-zuerich","Bevölkerung nach Gemeinde, Heimat, Geschlecht und Alter ab 2010",1,1
"2023-11-18",259,"statistisches-amt-kanton-zuerich","Lohnstudie Kanton Zürich",2,1
"2023-11-18",275,"statistisches-amt-kanton-zuerich","Restaurants pro 1000 Einwohner [Anz.]",4,1
"2023-11-18",324,"statistisches-amt-kanton-zuerich","Woher kommen die Studierenden unserer Hochschulen?",1,1
"2023-11-18",524,"bildungsstatistik-kanton-zuerich","Übersicht über alle Lernenden im Kanton Zürich ab 2000",1,1
"2023-11-18",526,"bildungsstatistik-kanton-zuerich","Lernende der Mittelschulen im Kanton Zürich ab 2000",4,1
"2023-11-18",563,"awel-kanton-zuerich","Lufttemperatur und Luftfeuchte LoRa-Sensor-Messwerte",1,1
