"datum","datensatz_id","publisher","datensatz_titel","anzahl_klicks","anzahl_besuchende"
"2024-01-24",2262,"statistisches-amt-kanton-zuerich","Photovoltaik im Kanton Zürich",4,2
"2024-01-24",229,"statistisches-amt-kanton-zuerich","Neuerstellte EFH [Whg.]",3,1
"2024-01-24",2302,"statistisches-amt-kanton-zuerich","Kandidierende und Listenverbindungen Nationalratswahl 2023",1,1
"2024-01-24",254,"statistisches-amt-kanton-zuerich","Bevölkerung nach Gemeinde, Heimat, Geschlecht und Alter ab 2010",5,5
"2024-01-24",264,"statistisches-amt-kanton-zuerich","Babyboomer nicht mehr stärkste Jahrgänge",1,1
"2024-01-24",31,"statistisches-amt-kanton-zuerich","Bevölkerung nach 1-Jahres-Altersklassen, Heimat und Geschlecht",3,2
"2024-01-24",38,"statistisches-amt-kanton-zuerich","Bevölkerung nach Heimat und Geschlecht",3,1
"2024-01-24",5,"statistisches-amt-kanton-zuerich","Gemeindesteuern der Zürcher Gemeinden",1,1
"2024-01-24",503,"staatsarchiv-kanton-zuerich","Archivinformationssystem des Staatsarchivs des Kantons Zürich",3,2
"2024-01-24",563,"awel-kanton-zuerich","Lufttemperatur und Luftfeuchte LoRa-Sensor-Messwerte",7,3
"2024-01-24",62,"statistisches-amt-kanton-zuerich","Bevölkerung nach Konfession",1,1
"2024-01-24",63,"statistisches-amt-kanton-zuerich","Bevölkerung nach Konfession und Kirchgemeinden",7,3
"2024-01-24",672,"bildungsstatistik-kanton-zuerich","Maturitätsquoten im Kanton Zürich",1,1
"2024-01-24",692,"tiefbauamt-kanton-zuerich","Verkehrszähldaten motorisierter Individualverkehr MIV im Kanton Zürich",1,1
"2024-01-24",694,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Regierungsratswahlen",7,1
"2024-01-24",695,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Ständeratswahlen",8,1
"2024-01-24",705,"statistisches-amt-kanton-zuerich","Bevölkerungsprognose für den Kanton Zürich",9,3
"2024-01-24",708,"statistisches-amt-kanton-zuerich","Steuerstatistik zu juristischen Personen im Kanton Zürich",1,1
"2024-01-24",718,"kantonspolizei-kanton-zuerich","Polizeilich registrierte Verkehrsunfälle im Kanton Zürich seit 2011",1,1
"2024-01-24",723,"statistisches-amt-kanton-zuerich","Steuererträge nach Einkommens- und Vermögensklassen",1,1
"2024-01-24",732,"staatsarchiv-kanton-zuerich","Zürcher Kantonsratsprotokolle des 19. und 20. Jahrhunderts",4,1
"2024-01-24",734,"statistisches-amt-kanton-zuerich","Echtzeitdaten am Abstimmungstag – kommunale und regionale Vorlagen",2,1
"2024-01-24",76,"statistisches-amt-kanton-zuerich","Einkommensverteilung",1,1
"2024-01-23",1,"statistisches-amt-kanton-zuerich","Kapitaldienstanteil [%]",1,1
"2024-01-23",1141,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich",7,7
"2024-01-23",1142,"statistisches-amt-kanton-zuerich","Bevölkerung nach 3 Altersklassen und Geschlecht",2,2
"2024-01-23",1143,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich nach Nationalität ",5,3
"2024-01-23",125,"statistisches-amt-kanton-zuerich","Vermögensverteilung",1,1
"2024-01-23",127,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand ab 1962",4,2
"2024-01-23",1321,"personalamt-kanton-zuerich","Personal- und Lohnstatistik der Direktionen und der Staatskanzlei des Kantons Zürich ab 2020",9,3
"2024-01-23",1363,"awel-kanton-zuerich","Luftschadstoffemissionen im Kanton Zürich",3,1
"2024-01-23",1421,"handelsregisteramt-kanton-zuerich","Eintragungen im Handelsregister des Kantons Zürich",3,2
"2024-01-23",1501,"fachstelle-ogd-kanton-zuerich","Nutzenden verwendete Suchbegriffe im Datenkatalog des Kantons Zürich",1,1
"2024-01-23",1582,"bildungsstatistik-kanton-zuerich","Lernende der Volksschule im Kanton Zürich nach Staatsangehörigkeit ab 2000",1,1
"2024-01-23",1722,"statistisches-amt-kanton-zuerich","Anteil Gemeinnützige Wohnungen in Gemeinden des Kantons Zürich [%]",6,4
"2024-01-23",1723,"statistisches-amt-kanton-zuerich","Gemeinnützige Wohnungen in Gemeinden des Kantons Zürich [Anz.]",4,1
"2024-01-23",1882,"statistisches-amt-kanton-zuerich","Dokumentation zur Bevölkerungsprognose für den Kanton Zürich",1,1
"2024-01-23",190,"statistisches-amt-kanton-zuerich","Steuerbares Vermögen natürliche Pers. [Mio.Fr.]",1,1
"2024-01-23",1922,"statistisches-amt-kanton-zuerich","Aus- und Einzugsmieten im Kanton Zürich",2,2
"2024-01-23",2022,"fachstelle-ogd-kanton-zuerich","Gebäude und Wohnungen im Kanton Zürich",5,1
"2024-01-23",204,"statistisches-amt-kanton-zuerich","Bevölkerung [Pers.]",1,1
"2024-01-23",2202,"statistisches-amt-kanton-zuerich","Resultate und Wahlbeteiligung Nationalratswahl 2023",2,2
"2024-01-23",2203,"statistisches-amt-kanton-zuerich","Resultate und Wahlbeteiligung Ständeratswahl 2023",2,1
"2024-01-23",228,"statistisches-amt-kanton-zuerich","Wohnungsbestand [Whg.]",1,1
"2024-01-23",2322,"statistisches-amt-kanton-zuerich","Betriebslandschaft im Kanton Zürich mit dem Bestand und den Umzügen nach Branchen, Gemeinden und anderen Kantonen",1,1
"2024-01-23",2342,"statistisches-amt-kanton-zuerich","Mobilitätsverhalten der Zürcher Bevölkerung",7,3
"2024-01-23",2502,"statistisches-amt-kanton-zuerich","Anzahl Kantonsratssitze nach Wahlkreis",1,1
"2024-01-23",254,"statistisches-amt-kanton-zuerich","Bevölkerung nach Gemeinde, Heimat, Geschlecht und Alter ab 2010",8,7
"2024-01-23",270,"statistisches-amt-kanton-zuerich","Zürcher Immobilienhandel",1,1
"2024-01-23",285,"statistisches-amt-kanton-zuerich","Bevölkerung: Heimat Schweiz [Pers.]",3,1
"2024-01-23",33,"statistisches-amt-kanton-zuerich","Bevölkerung nach 20 Altersklassen und Geschlecht",1,1
"2024-01-23",338,"statistisches-amt-kanton-zuerich","Mittlere Betriebe (50-249 VZÄ) [Anz.]",1,1
"2024-01-23",347,"statistisches-amt-kanton-zuerich","Total VZÄ [Anz.]",1,1
"2024-01-23",376,"statistisches-amt-kanton-zuerich","Geld und Geist: Die kantonale Kulturförderung",1,1
"2024-01-23",42,"statistisches-amt-kanton-zuerich","Schül. Oberstufe [Anz.]",1,1
"2024-01-23",5,"statistisches-amt-kanton-zuerich","Gemeindesteuern der Zürcher Gemeinden",2,2
"2024-01-23",503,"staatsarchiv-kanton-zuerich","Archivinformationssystem des Staatsarchivs des Kantons Zürich",1,1
"2024-01-23",524,"bildungsstatistik-kanton-zuerich","Übersicht über alle Lernenden im Kanton Zürich ab 2000",1,1
"2024-01-23",563,"awel-kanton-zuerich","Lufttemperatur und Luftfeuchte LoRa-Sensor-Messwerte",1,1
"2024-01-23",63,"statistisches-amt-kanton-zuerich","Bevölkerung nach Konfession und Kirchgemeinden",3,2
"2024-01-23",643,"statistisches-amt-kanton-zuerich","Immer mehr Altbauten stehen zum Verkauf",1,1
"2024-01-23",672,"bildungsstatistik-kanton-zuerich","Maturitätsquoten im Kanton Zürich",4,1
"2024-01-23",68,"statistisches-amt-kanton-zuerich","Ausländeranteil [%]",1,1
"2024-01-23",705,"statistisches-amt-kanton-zuerich","Bevölkerungsprognose für den Kanton Zürich",4,4
"2024-01-23",723,"statistisches-amt-kanton-zuerich","Steuererträge nach Einkommens- und Vermögensklassen",1,1
"2024-01-23",724,"statistisches-amt-kanton-zuerich","Demografie schmälert Mitgliederzahl der Zürcher Kirchen",1,1
"2024-01-23",731,"staatskanzlei-kanton-zuerich","Web Analytics des Webauftritts des Kantons Zürich ab Juli 2020",1,1
"2024-01-23",734,"statistisches-amt-kanton-zuerich","Echtzeitdaten am Abstimmungstag – kommunale und regionale Vorlagen",1,1
"2024-01-22",1,"statistisches-amt-kanton-zuerich","Kapitaldienstanteil [%]",1,1
"2024-01-22",113,"statistisches-amt-kanton-zuerich","Investitionsanteil [%]",1,1
"2024-01-22",1141,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich",13,7
"2024-01-22",1143,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich nach Nationalität ",14,5
"2024-01-22",117,"statistisches-amt-kanton-zuerich","Kühe [Anz.]",1,1
"2024-01-22",119,"statistisches-amt-kanton-zuerich","Quartalsbericht Immobilienmarkt",2,1
"2024-01-22",1202,"kantonspolizei-kanton-zuerich","Polizeiliche Kriminalstatistik (PKS) des Kantons Zürich",3,1
"2024-01-22",122,"statistisches-amt-kanton-zuerich","Staatssteuerstatistik 2003",1,1
"2024-01-22",127,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand ab 1962",5,5
"2024-01-22",132,"statistisches-amt-kanton-zuerich","Sozialbericht",1,1
"2024-01-22",1361,"fachstelle-ogd-kanton-zuerich","Entscheide des Baurekursgerichts des Kantons Zürich",1,1
"2024-01-22",1363,"awel-kanton-zuerich","Luftschadstoffemissionen im Kanton Zürich",1,1
"2024-01-22",1541,"statistisches-amt-kanton-zuerich","Ausländische Wohnbevölkerung mit Schutzstatus S im Kanton Zürich, 10-Jahres-Altersklassen und Geschlecht",1,1
"2024-01-22",1583,"bildungsstatistik-kanton-zuerich","Lernende auf Sekundarstufe I im Kanton Zürich ab 2000",1,1
"2024-01-22",170,"statistisches-amt-kanton-zuerich","Finanzvermögen [Fr./Einw.]",1,1
"2024-01-22",1742,"statistisches-amt-kanton-zuerich","Tagesregistereinträge zum Kanton Zürich und der Schweiz aus dem Zentralen Firmenindex (Zefix) des Bundes",4,1
"2024-01-22",1803,"awel-kanton-zuerich","Abfallmengen und Abfallgebühren in den Gemeinden im Kanton Zürich ab 2000",1,1
"2024-01-22",181,"statistisches-amt-kanton-zuerich","Wasserverbrauch pro Tag und Kopf [Liter]",1,1
"2024-01-22",1822,"statistisches-amt-kanton-zuerich","Sozialhilfebezug im Kanton Zürich",1,1
"2024-01-22",1882,"statistisches-amt-kanton-zuerich","Dokumentation zur Bevölkerungsprognose für den Kanton Zürich",11,7
"2024-01-22",2,"statistisches-amt-kanton-zuerich","Selbstfinanzierungsanteil [%]",1,1
"2024-01-22",2022,"fachstelle-ogd-kanton-zuerich","Gebäude und Wohnungen im Kanton Zürich",25,1
"2024-01-22",204,"statistisches-amt-kanton-zuerich","Bevölkerung [Pers.]",1,1
"2024-01-22",2142,"stadt-winterthur","Stadtklimamessungen Winterthur",1,1
"2024-01-22",2183,"statistisches-amt-kanton-zuerich","Resultate und Wahlbeteiligung Kantonsratswahl 2023",1,1
"2024-01-22",2242,"ekz","Bruttolastgang elektrische Energie im Versorgungsgebiet der Elektrizitätswerke des Kantons Zürich",1,1
"2024-01-22",2262,"statistisches-amt-kanton-zuerich","Photovoltaik im Kanton Zürich",2,1
"2024-01-22",2302,"statistisches-amt-kanton-zuerich","Kandidierende und Listenverbindungen Nationalratswahl 2023",3,2
"2024-01-22",2322,"statistisches-amt-kanton-zuerich","Betriebslandschaft im Kanton Zürich mit dem Bestand und den Umzügen nach Branchen, Gemeinden und anderen Kantonen",2,1
"2024-01-22",2342,"statistisches-amt-kanton-zuerich","Mobilitätsverhalten der Zürcher Bevölkerung",1,1
"2024-01-22",2382,"awel-kanton-zuerich","Messdaten langjähriger Abgasmessungen im realen Fahrbetrieb mittels Remote Sensing (RSD)",5,3
"2024-01-22",2423,"awi-kanton-zuerich","Vergleich der Standortattraktivität des Kantons Zürich mit europäischen Regionen",9,6
"2024-01-22",2442,"awel-kanton-zuerich","Deponiestatistik des Kantons Zürich",1,1
"2024-01-22",254,"statistisches-amt-kanton-zuerich","Bevölkerung nach Gemeinde, Heimat, Geschlecht und Alter ab 2010",8,6
"2024-01-22",264,"statistisches-amt-kanton-zuerich","Babyboomer nicht mehr stärkste Jahrgänge",4,2
"2024-01-22",3,"statistisches-amt-kanton-zuerich","Zinsbelastungsanteil [%]",1,1
"2024-01-22",342,"statistisches-amt-kanton-zuerich","Beschäftigte im Tertiärsektor [Anz.]",1,1
"2024-01-22",38,"statistisches-amt-kanton-zuerich","Bevölkerung nach Heimat und Geschlecht",2,2
"2024-01-22",4,"statistisches-amt-kanton-zuerich","Zuzüge [%]",1,1
"2024-01-22",450,"statistisches-amt-kanton-zuerich","Die Bevölkerungsentwicklung im Kanton Zürich 2004",3,1
"2024-01-22",468,"staatsarchiv-kanton-zuerich","Zürcher Ehedaten des 16. bis 18. Jahrhunderts",6,2
"2024-01-22",5,"statistisches-amt-kanton-zuerich","Gemeindesteuern der Zürcher Gemeinden",6,4
"2024-01-22",503,"staatsarchiv-kanton-zuerich","Archivinformationssystem des Staatsarchivs des Kantons Zürich",2,1
"2024-01-22",505,"statistisches-amt-kanton-zuerich","Zürcher Autoflotte in Bewegung",1,1
"2024-01-22",51,"statistisches-amt-kanton-zuerich","Hauptberufliche Landwirtschaftsbetriebe [Anz.]",1,1
"2024-01-22",6,"statistisches-amt-kanton-zuerich","Selbstfinanzierungsgrad [%]",1,1
"2024-01-22",63,"statistisches-amt-kanton-zuerich","Bevölkerung nach Konfession und Kirchgemeinden",29,6
"2024-01-22",636,"statistisches-amt-kanton-zuerich","Demografie wirkt sich auf Zürcher Kirchen aus",3,1
"2024-01-22",672,"bildungsstatistik-kanton-zuerich","Maturitätsquoten im Kanton Zürich",1,1
"2024-01-22",675,"statistisches-amt-kanton-zuerich","Mobilität im Lockdown",2,1
"2024-01-22",693,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Nationalratswahlen",1,1
"2024-01-22",705,"statistisches-amt-kanton-zuerich","Bevölkerungsprognose für den Kanton Zürich",11,6
"2024-01-22",708,"statistisches-amt-kanton-zuerich","Steuerstatistik zu juristischen Personen im Kanton Zürich",3,1
"2024-01-22",715,"fachstelle-ogd-kanton-zuerich","Web Analytics der Open Government Data des Kantons Zürich auf opendata.swiss von Februar 2018 bis Februar 2021",1,1
"2024-01-22",718,"kantonspolizei-kanton-zuerich","Polizeilich registrierte Verkehrsunfälle im Kanton Zürich seit 2011",3,1
"2024-01-22",723,"statistisches-amt-kanton-zuerich","Steuererträge nach Einkommens- und Vermögensklassen",1,1
"2024-01-22",734,"statistisches-amt-kanton-zuerich","Echtzeitdaten am Abstimmungstag – kommunale und regionale Vorlagen",5,2
"2024-01-22",736,"awel-kanton-zuerich","Kiesstatistik des Kantons Zürich ab 1990",6,1
"2024-01-22",740,"statistisches-amt-kanton-zuerich","COVID_19 Gesellschaftsmonitoring des Kantons Zürich",2,2
"2024-01-22",92,"statistisches-amt-kanton-zuerich","Geb.Vol. Dienstleistungen: Anteil [%]",1,1
"2024-01-21",1141,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich",9,5
"2024-01-21",1142,"statistisches-amt-kanton-zuerich","Bevölkerung nach 3 Altersklassen und Geschlecht",7,2
"2024-01-21",1143,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich nach Nationalität ",1,1
"2024-01-21",1301,"fachstelle-ogd-kanton-zuerich","Bestandsdaten zum Kanton Zürich aus dem Zentralen Firmenindex (Zefix) des Bundes",1,1
"2024-01-21",146,"statistisches-amt-kanton-zuerich","Motorräder [Anz.]",1,1
"2024-01-21",147,"statistisches-amt-kanton-zuerich","Motorräder pro 1000 Einwohner [Anz.]",3,1
"2024-01-21",148,"statistisches-amt-kanton-zuerich","Personenwagen [Anz.]",1,1
"2024-01-21",150,"statistisches-amt-kanton-zuerich","Personenwagen pro 1000 Einwohner [Anz.]",1,1
"2024-01-21",1661,"awel-kanton-zuerich","Wärme-, Strom- und Treibstoffverbrauch im Kanton Zürich ab 2010",2,1
"2024-01-21",1723,"statistisches-amt-kanton-zuerich","Gemeinnützige Wohnungen in Gemeinden des Kantons Zürich [Anz.]",1,1
"2024-01-21",1742,"statistisches-amt-kanton-zuerich","Tagesregistereinträge zum Kanton Zürich und der Schweiz aus dem Zentralen Firmenindex (Zefix) des Bundes",2,1
"2024-01-21",1882,"statistisches-amt-kanton-zuerich","Dokumentation zur Bevölkerungsprognose für den Kanton Zürich",1,1
"2024-01-21",2102,"awel-kanton-zuerich","Fahrzeugflotte der kantonalen Verwaltung Zürich",3,1
"2024-01-21",2302,"statistisches-amt-kanton-zuerich","Kandidierende und Listenverbindungen Nationalratswahl 2023",9,2
"2024-01-21",2502,"statistisches-amt-kanton-zuerich","Anzahl Kantonsratssitze nach Wahlkreis",1,1
"2024-01-21",254,"statistisches-amt-kanton-zuerich","Bevölkerung nach Gemeinde, Heimat, Geschlecht und Alter ab 2010",8,4
"2024-01-21",264,"statistisches-amt-kanton-zuerich","Babyboomer nicht mehr stärkste Jahrgänge",1,1
"2024-01-21",393,"statistisches-amt-kanton-zuerich","Unfälle [pro 1000 Einw.]",1,1
"2024-01-21",5,"statistisches-amt-kanton-zuerich","Gemeindesteuern der Zürcher Gemeinden",1,1
"2024-01-21",563,"awel-kanton-zuerich","Lufttemperatur und Luftfeuchte LoRa-Sensor-Messwerte",3,1
"2024-01-21",659,"statistisches-amt-kanton-zuerich","Die Politgeografie preisgünstigen Wohnraums",1,1
"2024-01-21",676,"statistisches-amt-kanton-zuerich","PW-Neuzulassungen [Anz.]",1,1
"2024-01-21",677,"statistisches-amt-kanton-zuerich","PW-Neuzulassungen pro 1000 Einw. [Anz.]",1,1
"2024-01-21",678,"statistisches-amt-kanton-zuerich","Motorrad-Neuzulassungen [Anz.]",1,1
"2024-01-21",679,"statistisches-amt-kanton-zuerich","Motorrad-Neuzulasssungen pro 1000 Einw. [Anz.]",1,1
"2024-01-21",680,"statistisches-amt-kanton-zuerich","Bestand Benzinmotor [%]",2,1
"2024-01-21",681,"statistisches-amt-kanton-zuerich","Bestand Dieselmotor [%]",1,1
"2024-01-21",682,"statistisches-amt-kanton-zuerich","Bestand Hybridantrieb [%]",1,1
"2024-01-21",683,"statistisches-amt-kanton-zuerich","Bestand Elektromotor [%]",1,1
"2024-01-21",684,"statistisches-amt-kanton-zuerich","Bestand anderer Antrieb [%]",1,1
"2024-01-21",685,"statistisches-amt-kanton-zuerich","Neuzulassungen Benzinmotor [%]",2,1
"2024-01-21",686,"statistisches-amt-kanton-zuerich","Neuzulassungen  Dieselmotor [%]",1,1
"2024-01-21",687,"statistisches-amt-kanton-zuerich","Neuzulassungen  Hybridantrieb [%]",1,1
"2024-01-21",688,"statistisches-amt-kanton-zuerich","Neuzulassungen  Elektromotor [%]",1,1
"2024-01-21",689,"statistisches-amt-kanton-zuerich","Neuzulassungen anderer Antrieb [%]",4,1
"2024-01-21",690,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Kantonsratswahlen",1,1
"2024-01-21",692,"tiefbauamt-kanton-zuerich","Verkehrszähldaten motorisierter Individualverkehr MIV im Kanton Zürich",1,1
"2024-01-21",695,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Ständeratswahlen",1,1
"2024-01-21",705,"statistisches-amt-kanton-zuerich","Bevölkerungsprognose für den Kanton Zürich",3,1
"2024-01-21",718,"kantonspolizei-kanton-zuerich","Polizeilich registrierte Verkehrsunfälle im Kanton Zürich seit 2011",1,1
"2024-01-20",1141,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich",6,4
"2024-01-20",1143,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich nach Nationalität ",7,3
"2024-01-20",127,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand ab 1962",2,1
"2024-01-20",128,"statistisches-amt-kanton-zuerich","Leerwohnungszahlen",1,1
"2024-01-20",1363,"awel-kanton-zuerich","Luftschadstoffemissionen im Kanton Zürich",1,1
"2024-01-20",1541,"statistisches-amt-kanton-zuerich","Ausländische Wohnbevölkerung mit Schutzstatus S im Kanton Zürich, 10-Jahres-Altersklassen und Geschlecht",6,2
"2024-01-20",1922,"statistisches-amt-kanton-zuerich","Aus- und Einzugsmieten im Kanton Zürich",5,1
"2024-01-20",204,"statistisches-amt-kanton-zuerich","Bevölkerung [Pers.]",1,1
"2024-01-20",2183,"statistisches-amt-kanton-zuerich","Resultate und Wahlbeteiligung Kantonsratswahl 2023",3,1
"2024-01-20",254,"statistisches-amt-kanton-zuerich","Bevölkerung nach Gemeinde, Heimat, Geschlecht und Alter ab 2010",13,5
"2024-01-20",264,"statistisches-amt-kanton-zuerich","Babyboomer nicht mehr stärkste Jahrgänge",1,1
"2024-01-20",38,"statistisches-amt-kanton-zuerich","Bevölkerung nach Heimat und Geschlecht",1,1
"2024-01-20",466,"staatsarchiv-kanton-zuerich","Zürcher Regierungsratsbeschlüsse des 19. und 20. Jahrhunderts",1,1
"2024-01-20",5,"statistisches-amt-kanton-zuerich","Gemeindesteuern der Zürcher Gemeinden",4,4
"2024-01-20",503,"staatsarchiv-kanton-zuerich","Archivinformationssystem des Staatsarchivs des Kantons Zürich",2,2
"2024-01-20",705,"statistisches-amt-kanton-zuerich","Bevölkerungsprognose für den Kanton Zürich",1,1
"2024-01-20",734,"statistisches-amt-kanton-zuerich","Echtzeitdaten am Abstimmungstag – kommunale und regionale Vorlagen",2,1
"2024-01-19",106,"statistisches-amt-kanton-zuerich","Bevölkerung: Anteil 65-79-Jährige [%]",1,1
"2024-01-19",1120,"are-kanton-zuerich","Bauzonen im Kanton Zürich",5,2
"2024-01-19",1141,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich",2,2
"2024-01-19",1142,"statistisches-amt-kanton-zuerich","Bevölkerung nach 3 Altersklassen und Geschlecht",1,1
"2024-01-19",1143,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich nach Nationalität ",4,4
"2024-01-19",1221,"statistisches-amt-kanton-zuerich","Wohnungswechsel",2,1
"2024-01-19",125,"statistisches-amt-kanton-zuerich","Vermögensverteilung",3,1
"2024-01-19",127,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand ab 1962",1,1
"2024-01-19",132,"statistisches-amt-kanton-zuerich","Sozialbericht",3,1
"2024-01-19",1341,"statistisches-amt-kanton-zuerich","Bevölkerungsbefragung im Kanton Zürich zur Zufriedenheit mit der Wohngemeinde ",1,1
"2024-01-19",1363,"awel-kanton-zuerich","Luftschadstoffemissionen im Kanton Zürich",4,3
"2024-01-19",1522,"stadt-winterthur","Betriebe, Beschäftigte, Vollzeitäquivalente in der Stadt Winterthur ab 2019",1,1
"2024-01-19",1561,"statistisches-amt-kanton-zuerich","Stimmbeteiligung: eine Langfristperspektive",1,1
"2024-01-19",1661,"awel-kanton-zuerich","Wärme-, Strom- und Treibstoffverbrauch im Kanton Zürich ab 2010",1,1
"2024-01-19",1681,"awel-kanton-zuerich","Produktion von Wärme und Strom aus erneuerbaren Energieträgern im Kanton Zürich ab 2010",1,1
"2024-01-19",1742,"statistisches-amt-kanton-zuerich","Tagesregistereinträge zum Kanton Zürich und der Schweiz aus dem Zentralen Firmenindex (Zefix) des Bundes",1,1
"2024-01-19",1842,"statistisches-amt-kanton-zuerich","Firmenkonkurse und -gründungen im Zeichen von Corona",1,1
"2024-01-19",1882,"statistisches-amt-kanton-zuerich","Dokumentation zur Bevölkerungsprognose für den Kanton Zürich",3,1
"2024-01-19",2022,"fachstelle-ogd-kanton-zuerich","Gebäude und Wohnungen im Kanton Zürich",1,1
"2024-01-19",2202,"statistisches-amt-kanton-zuerich","Resultate und Wahlbeteiligung Nationalratswahl 2023",3,1
"2024-01-19",2242,"ekz","Bruttolastgang elektrische Energie im Versorgungsgebiet der Elektrizitätswerke des Kantons Zürich",3,2
"2024-01-19",2302,"statistisches-amt-kanton-zuerich","Kandidierende und Listenverbindungen Nationalratswahl 2023",2,1
"2024-01-19",2322,"statistisches-amt-kanton-zuerich","Betriebslandschaft im Kanton Zürich mit dem Bestand und den Umzügen nach Branchen, Gemeinden und anderen Kantonen",1,1
"2024-01-19",2342,"statistisches-amt-kanton-zuerich","Mobilitätsverhalten der Zürcher Bevölkerung",4,2
"2024-01-19",2423,"awi-kanton-zuerich","Vergleich der Standortattraktivität des Kantons Zürich mit europäischen Regionen",3,3
"2024-01-19",254,"statistisches-amt-kanton-zuerich","Bevölkerung nach Gemeinde, Heimat, Geschlecht und Alter ab 2010",1,1
"2024-01-19",256,"statistisches-amt-kanton-zuerich","Demografische Alterung im Kanton Zürich",3,1
"2024-01-19",259,"statistisches-amt-kanton-zuerich","Lohnstudie Kanton Zürich",1,1
"2024-01-19",33,"statistisches-amt-kanton-zuerich","Bevölkerung nach 20 Altersklassen und Geschlecht",1,1
"2024-01-19",363,"statistisches-amt-kanton-zuerich","ÖV-Anteil (Modal Split) [%]",1,1
"2024-01-19",38,"statistisches-amt-kanton-zuerich","Bevölkerung nach Heimat und Geschlecht",3,3
"2024-01-19",42,"statistisches-amt-kanton-zuerich","Schül. Oberstufe [Anz.]",1,1
"2024-01-19",438,"statistisches-amt-kanton-zuerich","Alt werden in den eigenen vier Wänden",3,1
"2024-01-19",466,"staatsarchiv-kanton-zuerich","Zürcher Regierungsratsbeschlüsse des 19. und 20. Jahrhunderts",1,1
"2024-01-19",481,"statistisches-amt-kanton-zuerich","Firmengründungen, Wirtschaftsstruktur und Steuerbelastung",1,1
"2024-01-19",503,"staatsarchiv-kanton-zuerich","Archivinformationssystem des Staatsarchivs des Kantons Zürich",2,2
"2024-01-19",548,"statistisches-amt-kanton-zuerich","Boden- und Immobilienpreise im Jahr 2007",3,1
"2024-01-19",563,"awel-kanton-zuerich","Lufttemperatur und Luftfeuchte LoRa-Sensor-Messwerte",3,2
"2024-01-19",567,"statistisches-amt-kanton-zuerich","Sitzverlegungen von Firmen im Kanton Zürich 2002",1,1
"2024-01-19",615,"statistisches-amt-kanton-zuerich","Fremdsprachen und Zuwanderung",1,1
"2024-01-19",625,"statistisches-amt-kanton-zuerich","Viele Kinder auf dem Land - wenige in der Stadt",2,1
"2024-01-19",705,"statistisches-amt-kanton-zuerich","Bevölkerungsprognose für den Kanton Zürich",16,4
"2024-01-19",708,"statistisches-amt-kanton-zuerich","Steuerstatistik zu juristischen Personen im Kanton Zürich",1,1
"2024-01-19",709,"fachstelle-ogd-kanton-zuerich","Web Service des Geschäftsverwaltungssystems des Kantonsrates des Kantons Zürich",1,1
"2024-01-19",723,"statistisches-amt-kanton-zuerich","Steuererträge nach Einkommens- und Vermögensklassen",1,1
"2024-01-19",732,"staatsarchiv-kanton-zuerich","Zürcher Kantonsratsprotokolle des 19. und 20. Jahrhunderts",1,1
"2024-01-19",734,"statistisches-amt-kanton-zuerich","Echtzeitdaten am Abstimmungstag – kommunale und regionale Vorlagen",3,1
"2024-01-19",75,"statistisches-amt-kanton-zuerich","Effektive Quadratmeterpreise von Wohnbauland pro Gemeinde seit 1974",1,1
"2024-01-19",86,"statistisches-amt-kanton-zuerich","Motorfahrzeugbestand ab 2014",1,1
"2024-01-18",1080,"fachstelle-ogd-kanton-zuerich","Unterlagen und Protokolle des Fachausschusses für offene Behördendaten des Kantons Zürich",2,1
"2024-01-18",1120,"are-kanton-zuerich","Bauzonen im Kanton Zürich",6,2
"2024-01-18",1141,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich",3,3
"2024-01-18",1142,"statistisches-amt-kanton-zuerich","Bevölkerung nach 3 Altersklassen und Geschlecht",1,1
"2024-01-18",1143,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich nach Nationalität ",1,1
"2024-01-18",127,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand ab 1962",2,2
